R-Strength,H-Strength,VP,Cities,Dev,Round,Winner
31,45,9,1,8,3,1
16,3,6,0,3,3,0
24,15,8,0,7,3,0
4,8,4,0,4,3,0
31,40,10,2,9,3,1
16,10,2,0,0,3,0
3,1,2,0,1,1,0
3,0,2,0,0,1,0
17,8,2,0,1,1,1
16,12,2,0,0,1,0
3,9,2,0,1,1,0
3,1,2,0,0,1,0
17,15,2,0,1,1,1
16,4,2,0,0,1,0
3,6,2,0,2,1,0
3,0,2,0,0,1,0
17,15,2,0,1,1,1
16,4,2,0,0,1,0
3,2,2,0,3,1,0
3,0,2,0,0,1,0
17,8,2,0,1,1,1
16,6,2,0,0,1,0
3,2,2,0,3,1,0
3,1,2,0,0,1,0
17,8,2,0,1,1,1
16,3,4,0,0,1,0
3,6,2,0,3,1,0
3,1,2,0,0,1,0
17,15,2,0,1,1,1
16,8,4,0,0,1,0
3,2,4,0,4,1,0
3,0,2,0,0,1,0
17,8,2,0,2,1,1
16,10,4,0,0,1,0
3,9,4,0,4,1,0
3,1,2,0,0,1,0
17,16,3,0,4,1,1
16,18,4,0,0,1,0
3,8,5,0,5,1,0
3,4,2,0,0,1,0
17,15,5,0,5,1,1
16,15,4,0,0,1,0
3,8,3,0,5,1,0
3,0,2,0,1,1,0
17,15,5,0,5,1,1
16,8,4,0,1,1,0
3,8,3,0,5,1,0
3,1,2,0,1,1,0
17,12,5,0,5,2,1
16,21,4,0,1,2,0
3,8,3,0,5,2,0
3,4,2,0,1,2,0
17,15,5,0,5,2,1
16,12,4,0,1,2,0
3,8,3,0,5,2,0
3,1,2,0,1,2,0
17,21,5,0,5,2,1
16,9,4,0,1,2,0
3,10,3,0,5,2,0
3,1,2,0,1,2,0
17,21,6,0,6,2,1
16,9,4,0,1,2,0
3,6,4,1,5,2,0
3,6,2,0,1,2,0
17,18,6,0,6,2,1
16,3,4,0,2,2,0
3,15,4,1,5,2,0
3,3,2,0,1,2,0
17,10,6,0,7,2,1
16,6,4,0,2,2,0
3,8,4,1,5,2,0
3,3,2,0,1,2,0
17,24,6,0,7,2,1
16,6,4,0,2,2,0
3,4,5,2,5,2,0
3,3,2,0,1,2,0
17,15,6,0,7,2,1
16,8,4,0,2,2,0
3,1,5,2,5,2,0
3,8,2,0,1,2,0
17,12,6,0,7,2,1
16,6,4,0,2,2,0
3,0,5,2,5,2,0
3,15,2,0,1,2,0
17,15,6,0,7,2,1
16,10,4,0,2,2,0
3,0,5,2,5,2,0
3,8,2,0,1,2,0
17,4,7,0,8,2,1
16,4,4,0,2,2,0
3,0,5,2,5,2,0
3,4,2,0,1,2,0
17,3,7,0,8,2,1
16,8,4,0,2,3,0
3,1,5,2,5,3,0
3,6,2,0,1,3,0
17,15,7,0,8,3,1
16,4,4,0,2,3,0
3,4,5,2,5,3,0
3,6,2,0,1,3,0
17,8,8,1,8,3,1
16,4,4,0,2,3,0
3,4,5,2,5,3,0
3,8,2,0,1,3,0
17,18,8,1,8,3,1
16,1,4,0,2,3,0
3,9,5,2,6,3,0
3,8,2,0,1,3,0
17,36,8,1,9,3,1
16,1,4,0,2,3,0
3,12,5,2,6,3,0
3,3,2,0,1,3,0
17,28,8,1,10,3,1
16,15,4,0,2,3,0
3,10,5,2,6,3,0
3,3,2,0,1,3,0
17,36,9,1,11,3,1
16,20,4,0,2,3,0
3,18,5,2,6,3,0
3,1,2,0,1,3,0
17,21,9,1,11,3,1
19,8,5,0,2,3,0
3,20,5,2,6,3,0
3,1,2,0,1,3,0
17,12,9,1,11,3,1
19,21,5,0,2,3,0
9,6,6,2,6,3,0
3,1,2,0,1,3,0
17,16,9,1,11,3,1
19,6,5,0,2,3,0
9,4,6,2,6,3,0
3,4,2,0,1,3,0
17,15,9,1,11,3,1
19,12,5,0,2,3,0
9,2,6,2,6,3,0
3,1,2,0,1,3,0
17,18,9,1,11,3,1
19,16,5,0,2,3,0
9,8,7,3,6,3,0
3,1,2,0,1,3,0
17,12,10,2,11,3,1
8,6,2,0,0,3,0
8,6,2,0,0,1,0
11,16,2,0,0,1,1
11,3,2,0,0,1,0
8,10,2,0,0,1,0
8,6,2,0,0,1,0
11,6,2,0,1,1,1
11,4,2,0,0,1,0
8,10,2,0,0,1,0
8,18,2,0,0,1,0
11,14,2,0,1,1,1
11,1,2,0,0,1,0
8,12,2,0,0,1,0
8,21,2,0,0,1,0
11,8,2,0,1,1,1
11,0,2,0,0,1,0
8,1,2,0,1,1,0
8,21,2,0,0,1,0
11,12,2,0,1,1,1
11,1,2,0,0,1,0
8,9,2,0,1,1,0
8,8,2,0,0,1,0
11,6,2,0,1,1,1
11,2,2,0,0,1,0
8,12,2,0,1,1,0
8,6,2,0,1,1,0
20,1,3,0,1,1,1
11,8,2,0,0,1,0
8,6,2,0,1,1,0
8,15,2,0,1,1,0
20,3,3,0,1,1,1
11,4,4,0,0,1,0
8,4,2,0,1,1,0
8,21,2,0,1,1,0
20,6,5,0,1,1,1
11,8,2,0,0,1,0
8,6,2,0,1,1,0
8,10,2,0,1,1,0
20,4,5,0,1,1,1
11,3,4,0,0,1,0
8,4,2,0,1,1,0
8,3,2,0,1,1,0
20,4,5,0,1,1,1
11,8,2,0,0,1,0
8,6,2,0,1,1,0
8,8,2,0,1,1,0
20,6,5,0,1,1,1
11,2,2,0,0,1,0
8,8,2,0,1,2,0
8,6,2,0,1,2,0
20,1,5,0,1,2,1
11,4,2,0,0,2,0
8,6,2,0,1,2,0
8,4,2,0,1,2,0
20,9,5,0,1,2,1
11,6,2,0,0,2,0
8,2,2,0,1,2,0
8,9,2,0,1,2,0
20,9,5,0,1,2,1
11,12,2,0,0,2,0
8,8,2,0,1,2,0
8,15,2,0,1,2,0
20,15,5,0,1,2,1
11,10,2,0,0,2,0
8,1,2,0,1,2,0
8,12,3,0,2,2,0
22,1,6,0,2,2,1
11,8,2,0,0,2,0
8,4,2,0,1,2,0
8,15,3,0,2,2,0
22,8,6,0,2,2,1
11,8,2,0,0,2,0
8,4,2,0,1,2,0
8,4,3,0,3,2,0
22,14,6,0,2,2,1
11,8,2,0,0,2,0
8,1,2,0,1,2,0
8,12,3,0,3,2,0
22,12,6,0,2,2,1
11,9,2,0,0,2,0
8,4,2,0,1,2,0
8,6,5,0,4,2,0
22,16,7,0,3,2,1
11,4,2,0,0,2,0
8,15,2,0,1,2,0
8,6,5,0,4,2,0
22,10,7,0,4,2,1
11,8,2,0,0,2,0
8,15,2,0,1,2,0
8,12,5,0,4,2,0
22,24,7,0,4,3,1
11,4,2,0,0,3,0
8,15,2,0,1,3,0
8,18,5,0,4,3,0
22,21,7,0,4,3,1
11,6,2,0,0,3,0
8,28,2,0,1,3,0
8,15,5,0,4,3,0
22,24,7,0,4,3,1
11,15,2,0,0,3,0
8,18,2,0,1,3,0
8,12,5,0,5,3,0
22,4,7,0,4,3,1
11,18,2,0,0,3,0
8,18,2,0,1,3,0
8,18,5,0,5,3,0
22,1,7,0,4,3,1
11,12,2,0,0,3,0
8,15,2,0,1,3,0
8,6,6,0,6,3,0
22,12,7,0,4,3,1
11,21,2,0,0,3,0
8,15,2,0,1,3,0
8,6,6,0,6,3,0
25,6,8,0,4,3,1
11,4,2,0,1,3,0
8,21,2,0,1,3,0
8,6,6,0,6,3,0
29,15,9,0,4,3,1
11,9,2,0,1,3,0
8,27,2,0,1,3,0
8,4,6,0,6,3,0
29,18,9,0,4,3,1
11,6,2,0,1,3,0
8,18,2,0,1,3,0
8,4,6,0,6,3,0
29,15,9,0,4,3,1
11,8,2,0,1,3,0
8,24,2,0,1,3,0
8,8,6,0,6,3,0
36,32,10,0,4,3,1
8,12,2,0,0,3,0
5,6,2,0,0,1,0
7,9,2,0,0,1,0
11,9,2,0,0,1,1
8,6,2,0,0,1,0
5,8,2,0,0,1,0
7,4,2,0,0,1,0
11,12,2,0,0,1,1
8,9,2,0,0,1,0
5,6,2,0,0,1,0
7,8,2,0,0,1,0
11,18,2,0,0,1,1
8,9,2,0,0,1,0
5,8,2,0,0,1,0
7,4,2,0,0,1,0
11,18,2,0,0,1,1
8,9,2,0,0,1,0
5,2,2,0,0,1,0
7,9,2,0,0,1,0
11,12,2,0,0,1,1
8,6,2,0,0,1,0
5,2,2,0,0,1,0
7,9,2,0,0,1,0
11,6,2,0,0,1,1
8,15,2,0,0,1,0
5,6,2,0,0,1,0
7,12,2,0,0,1,0
11,12,2,0,0,1,1
8,6,3,1,0,1,0
5,8,2,0,0,1,0
7,4,3,1,0,1,0
11,9,2,0,0,1,1
8,6,3,1,0,1,0
5,10,2,0,0,1,0
7,12,3,1,0,1,0
11,12,2,0,0,1,1
8,6,3,1,0,1,0
5,10,2,0,0,1,0
7,10,3,1,0,1,0
11,6,2,0,1,1,1
8,2,3,1,0,1,0
5,10,2,0,0,1,0
7,15,3,1,0,1,0
11,8,2,0,1,1,1
8,8,3,1,0,1,0
5,10,2,0,0,1,0
7,15,3,1,0,1,0
11,6,2,0,1,1,1
8,1,3,1,0,1,0
5,10,2,0,0,1,0
7,15,3,1,0,1,0
11,15,2,0,1,1,1
8,6,3,1,0,1,0
5,10,2,0,0,1,0
7,18,3,1,0,1,0
11,21,2,0,1,2,1
8,15,3,1,0,2,0
5,8,2,0,0,2,0
7,18,3,1,0,2,0
11,18,2,0,1,2,1
8,6,4,1,1,2,0
5,2,2,0,0,2,0
7,15,3,1,0,2,0
11,10,2,0,1,2,1
8,10,4,1,1,2,0
5,2,2,0,0,2,0
7,18,3,1,0,2,0
11,6,2,0,1,2,1
8,12,4,1,1,2,0
5,2,2,0,0,2,0
7,1,6,2,0,2,0
11,15,2,0,1,2,1
8,12,4,1,1,2,0
5,6,2,0,0,2,0
7,0,6,2,0,2,0
11,21,2,0,1,2,1
8,12,4,1,1,2,0
5,15,2,0,0,2,0
7,8,6,2,0,2,0
11,15,4,0,2,2,1
8,12,4,1,1,2,0
5,8,2,0,0,2,0
7,8,6,2,0,2,0
11,32,4,0,2,2,1
8,15,4,1,1,2,0
5,6,2,0,0,2,0
7,15,6,2,0,2,0
11,4,4,0,2,2,1
8,8,4,1,1,2,0
5,8,2,0,0,2,0
7,15,6,2,0,2,0
11,12,4,0,2,2,1
8,15,4,1,1,2,0
5,8,2,0,0,2,0
7,15,6,2,0,2,0
11,15,4,0,2,2,1
8,1,7,2,1,2,0
5,8,2,0,0,2,0
7,12,4,2,0,2,0
21,6,5,0,2,2,1
8,1,7,2,1,2,0
5,8,2,0,0,2,0
7,10,4,2,0,2,0
21,2,5,0,3,2,1
8,8,7,2,1,2,0
5,6,2,0,0,2,0
7,21,4,2,0,2,0
21,12,5,0,4,2,1
8,6,7,2,1,3,0
5,0,2,0,0,3,0
7,14,4,2,0,3,0
21,6,5,0,4,3,1
8,8,7,2,1,3,0
5,1,2,0,0,3,0
7,18,4,2,0,3,0
21,8,5,0,4,3,1
8,8,7,2,1,3,0
5,1,2,0,0,3,0
7,10,4,2,0,3,0
21,8,7,0,4,3,1
8,15,5,2,1,3,0
5,1,2,0,0,3,0
7,18,4,2,0,3,0
21,10,7,0,4,3,1
8,15,5,2,1,3,0
5,2,2,0,0,3,0
7,12,4,2,0,3,0
21,6,7,0,4,3,1
8,12,5,2,1,3,0
5,2,2,0,0,3,0
7,12,4,2,0,3,0
21,9,7,0,4,3,1
8,12,5,2,1,3,0
5,3,2,0,0,3,0
7,12,4,2,0,3,0
30,8,8,0,4,3,1
8,18,5,2,1,3,0
5,3,2,0,0,3,0
7,21,4,2,0,3,0
30,24,9,0,5,3,1
8,4,5,2,1,3,0
5,2,2,0,0,3,0
7,12,6,2,0,3,0
30,6,9,0,5,3,1
8,4,5,2,1,3,0
5,2,2,0,0,3,0
7,16,4,2,0,3,0
30,12,9,0,5,3,1
8,2,5,2,1,3,0
5,3,2,0,0,3,0
7,27,4,2,0,3,0
30,18,9,0,5,3,1
8,6,5,2,1,3,0
5,3,2,0,0,3,0
7,15,4,2,0,3,0
30,15,9,0,5,3,1
8,4,5,2,1,3,0
5,3,2,0,0,3,0
7,24,4,2,0,3,0
38,8,10,0,5,3,1
12,6,2,0,1,3,0
11,10,2,0,0,1,0
3,0,2,0,0,1,0
13,9,2,0,0,1,1
12,8,2,0,1,1,0
11,6,2,0,0,1,0
3,1,2,0,0,1,0
13,15,2,0,0,1,1
12,18,2,0,1,1,0
11,6,2,0,1,1,0
3,1,2,0,0,1,0
13,15,2,0,0,1,1
12,21,2,0,1,1,0
11,8,2,0,1,1,0
3,1,2,0,0,1,0
13,12,2,0,0,1,1
12,18,2,0,1,1,0
11,6,2,0,2,1,0
3,1,2,0,0,1,0
13,12,2,0,0,1,1
12,10,2,0,2,1,0
11,12,2,0,3,1,0
3,1,2,0,0,1,0
13,10,2,0,0,1,1
12,10,2,0,2,1,0
11,24,4,0,4,1,0
3,0,2,0,0,1,0
13,6,2,0,0,1,1
12,6,2,0,2,1,0
11,24,4,0,5,1,0
3,0,2,0,0,1,0
13,8,2,0,0,1,1
12,10,2,0,2,1,0
11,12,4,0,5,1,0
3,1,2,0,0,1,0
13,12,2,0,0,1,1
12,21,2,0,2,1,0
11,4,4,0,6,1,0
3,1,2,0,0,1,0
13,15,2,0,0,1,1
12,21,2,0,3,1,0
11,12,4,0,7,1,0
3,2,2,0,0,1,0
13,8,2,0,0,1,1
12,15,2,0,3,1,0
11,15,4,0,7,1,0
3,2,2,0,0,1,0
13,6,2,0,0,1,1
12,18,2,0,3,1,0
11,16,4,0,8,1,0
3,2,2,0,0,1,0
13,12,2,0,0,1,1
12,21,2,0,3,1,0
11,15,4,0,9,2,0
3,2,2,0,0,2,0
13,18,2,0,0,2,1
12,10,2,0,3,2,0
11,8,4,0,9,2,0
3,2,2,0,0,2,0
13,15,2,0,0,2,1
12,3,2,0,3,2,0
11,3,4,0,9,2,0
3,1,2,0,0,2,0
17,12,3,0,0,2,1
12,6,2,0,3,2,0
11,3,4,0,9,2,0
3,0,2,0,0,2,0
17,15,3,0,0,2,1
12,12,2,0,3,2,0
11,3,4,0,9,2,0
3,4,2,0,0,2,0
17,3,3,0,0,2,1
12,15,2,0,3,2,0
11,3,4,0,9,2,0
3,1,4,0,0,2,0
17,2,3,0,0,2,1
12,15,2,0,3,2,0
11,10,4,0,9,2,0
3,4,4,0,0,2,0
17,1,3,0,0,2,1
12,8,2,0,3,2,0
11,4,4,0,9,2,0
3,9,4,0,0,2,0
17,1,3,0,0,2,1
12,8,2,0,3,2,0
11,9,4,0,9,2,0
3,4,4,0,0,2,0
17,4,3,0,0,2,1
12,15,2,0,4,2,0
11,6,4,0,10,2,0
3,6,4,0,0,2,0
17,0,3,0,0,2,1
12,15,2,0,4,2,0
11,18,4,0,10,2,0
3,6,4,0,0,2,0
17,6,3,0,0,2,1
12,15,2,0,5,2,0
11,20,4,0,10,2,0
3,4,4,0,0,2,0
17,4,5,0,0,2,1
12,24,2,0,5,2,0
15,6,5,0,10,2,0
3,6,2,0,0,2,0
17,1,5,0,0,2,1
12,8,2,0,5,3,0
15,8,5,0,10,3,0
3,15,2,0,0,3,0
17,2,5,0,0,3,1
12,18,2,0,5,3,0
15,6,5,0,10,3,0
3,15,2,0,0,3,0
17,2,5,0,0,3,1
12,4,2,0,5,3,0
15,6,5,0,10,3,0
3,2,2,0,0,3,0
17,8,5,0,0,3,1
12,9,2,0,5,3,0
15,4,5,0,10,3,0
3,1,2,0,0,3,0
17,4,5,0,1,3,1
12,6,3,0,6,3,0
15,18,5,0,10,3,0
3,1,2,0,0,3,0
17,4,5,0,1,3,1
12,12,3,0,6,3,0
15,18,5,0,10,3,0
3,1,2,0,0,3,0
24,12,6,0,1,3,1
12,15,3,0,6,3,0
15,10,5,0,10,3,0
3,0,2,0,0,3,0
29,2,7,0,2,3,1
12,1,3,0,7,3,0
15,3,6,0,11,3,0
3,0,2,0,0,3,0
29,20,8,0,3,3,1
12,6,5,0,7,3,0
15,18,4,0,11,3,0
3,0,2,0,0,3,0
29,12,8,0,3,3,1
12,9,5,0,7,3,0
15,10,6,0,12,3,0
3,0,2,0,0,3,0
29,10,8,0,3,3,1
12,18,3,0,7,3,0
15,9,6,0,12,3,0
3,0,2,0,0,3,0
29,12,8,0,3,3,1
12,21,3,0,7,3,0
15,4,6,0,12,3,0
3,0,2,0,0,3,0
29,8,8,0,3,3,1
12,3,3,0,7,3,0
15,4,6,0,12,3,0
3,0,2,0,0,3,0
29,28,8,0,4,3,1
12,15,3,0,7,3,0
15,8,6,0,12,3,0
3,2,2,0,0,3,0
33,12,10,0,5,3,1
1,4,2,0,0,3,0
6,6,2,0,0,1,0
14,12,3,0,1,1,1
6,3,2,0,0,1,0
1,4,2,0,0,1,0
6,6,2,0,1,1,0
14,18,3,0,1,1,1
6,2,2,0,0,1,0
1,4,2,0,0,1,0
6,21,2,0,1,1,0
14,15,3,0,1,1,1
6,0,2,0,0,1,0
1,1,2,0,0,1,0
6,2,3,1,1,1,0
14,9,3,0,2,1,1
6,0,2,0,0,1,0
1,1,2,0,0,1,0
6,10,3,1,1,1,0
14,18,3,0,2,1,1
6,0,2,0,0,1,0
1,0,2,0,0,1,0
6,10,3,1,1,1,0
14,24,3,0,2,1,1
6,0,2,0,0,1,0
1,0,2,0,0,1,0
6,10,3,1,1,1,0
14,24,4,0,3,1,1
6,2,2,0,0,1,0
1,0,2,0,0,1,0
6,6,5,1,1,1,0
14,8,6,0,4,1,1
6,4,2,0,0,1,0
1,0,2,0,0,1,0
6,15,5,1,1,1,0
14,18,6,0,4,1,1
6,1,3,0,1,1,0
1,0,2,0,0,1,0
6,12,5,1,1,1,0
14,21,6,0,4,1,1
6,1,3,0,1,1,0
1,1,2,0,0,1,0
6,18,5,1,1,1,0
14,9,7,0,6,1,1
6,1,3,0,1,1,0
1,0,2,0,0,1,0
6,3,5,1,1,2,0
14,1,7,0,7,2,1
6,6,3,0,1,2,0
1,0,2,0,0,2,0
6,8,5,1,1,2,0
14,18,7,0,7,2,1
6,8,3,0,1,2,0
1,1,2,0,0,2,0
6,12,5,1,1,2,0
14,21,7,0,7,2,1
6,8,3,0,1,2,0
1,4,2,0,0,2,0
6,6,5,1,1,2,0
14,24,7,0,7,2,1
6,6,3,0,1,2,0
1,6,2,0,0,2,0
6,12,5,1,1,2,0
14,18,7,0,7,2,1
6,4,3,0,1,2,0
1,6,2,0,0,2,0
6,18,5,1,1,2,0
14,21,7,0,7,2,1
6,8,3,0,1,2,0
1,10,2,0,0,2,0
6,18,5,1,1,2,0
14,21,7,0,8,2,1
6,8,3,0,1,2,0
1,10,2,0,0,2,0
6,18,5,1,1,2,0
14,12,7,0,9,2,1
6,3,3,0,1,2,0
1,6,2,0,0,2,0
6,10,5,1,1,2,0
14,20,7,0,10,2,1
6,4,3,0,1,2,0
1,6,2,0,0,2,0
6,2,5,1,1,2,0
14,33,7,0,11,2,1
6,2,3,0,1,2,0
1,1,2,0,0,2,0
6,0,5,1,1,2,0
14,52,7,0,11,2,1
6,1,3,0,1,2,0
1,4,2,0,0,2,0
6,6,5,1,1,2,0
14,12,7,0,11,2,1
6,2,3,0,1,2,0
1,4,2,0,0,3,0
6,8,5,1,1,3,0
14,10,8,0,12,3,1
6,1,3,0,1,3,0
1,9,2,0,0,3,0
6,8,5,1,1,3,0
14,21,8,0,12,3,1
6,4,3,0,1,3,0
1,9,2,0,0,3,0
6,21,5,1,1,3,0
14,24,8,0,13,3,1
6,6,3,0,1,3,0
1,9,2,0,0,3,0
6,21,5,1,1,3,0
14,12,8,0,14,3,1
6,3,3,0,1,3,0
1,9,2,0,0,3,0
6,21,5,1,1,3,0
14,2,8,0,14,3,1
6,3,3,0,1,3,0
1,9,2,0,0,3,0
6,21,5,1,1,3,0
14,6,8,0,14,3,1
6,2,3,0,1,3,0
1,0,2,0,0,3,0
6,3,5,1,1,3,0
14,28,8,0,15,3,1
6,10,3,0,1,3,0
1,1,2,0,0,3,0
6,3,5,1,1,3,0
22,24,9,0,15,3,1
6,10,3,0,1,3,0
1,1,2,0,0,3,0
6,3,5,1,1,3,0
25,10,10,0,15,3,1
12,1,2,0,1,1,1
9,12,2,0,0,1,0
8,15,3,0,1,1,0
19,6,2,0,0,1,0
12,4,2,0,1,1,1
9,15,2,0,0,1,0
8,12,3,0,2,1,0
19,1,2,0,1,1,0
12,9,2,0,1,1,1
9,21,2,0,0,1,0
8,12,5,0,3,1,0
19,6,2,0,1,1,0
12,2,2,0,2,1,1
9,21,2,0,0,1,0
8,8,5,0,4,1,0
19,15,2,0,1,1,0
12,12,2,0,2,1,1
9,8,2,0,0,1,0
8,15,5,0,4,1,0
19,6,2,0,1,1,0
12,15,2,0,2,1,1
9,18,2,0,0,1,0
8,15,5,0,4,1,0
19,2,2,0,1,1,0
12,8,2,0,2,1,1
9,18,2,0,0,1,0
8,6,5,0,5,1,0
19,6,2,0,1,1,0
12,8,2,0,2,1,1
9,18,2,0,0,1,0
8,10,5,0,6,1,0
19,12,2,0,1,1,0
12,15,2,0,2,1,1
9,15,2,0,0,1,0
8,4,5,0,6,1,0
19,8,2,0,1,1,0
12,6,2,0,3,1,1
9,18,2,0,0,1,0
8,8,5,0,6,1,0
19,16,2,0,1,1,0
12,8,4,0,3,1,1
9,15,2,0,0,1,0
8,6,5,0,7,1,0
19,4,2,0,2,1,0
12,1,4,0,4,1,1
9,18,2,0,0,1,0
8,10,6,0,8,1,0
19,4,2,0,3,1,0
12,10,4,0,4,1,1
9,15,2,0,0,1,0
8,12,6,0,8,1,0
19,18,2,0,3,1,0
12,9,4,0,4,1,1
9,2,2,0,0,1,0
8,12,6,0,8,1,0
19,12,2,0,3,1,0
12,1,5,1,4,2,1
9,3,2,0,0,2,0
8,18,6,0,8,2,0
19,12,2,0,3,2,0
12,1,5,1,4,2,1
9,1,2,0,0,2,0
8,10,6,0,8,2,0
19,12,2,0,4,2,0
12,4,5,1,5,2,1
9,1,2,0,0,2,0
8,9,7,1,8,2,0
19,18,2,0,4,2,0
12,12,5,1,5,2,1
9,0,2,0,0,2,0
8,15,7,1,8,2,0
19,18,2,0,4,2,0
12,8,5,1,5,2,1
9,6,2,0,0,2,0
8,15,7,1,8,2,0
19,4,2,0,5,2,0
12,16,5,1,5,2,1
9,8,2,0,0,2,0
8,21,7,1,8,2,0
19,15,2,0,5,2,0
12,12,6,1,5,2,1
9,4,2,0,0,2,0
8,32,7,1,9,2,0
19,2,3,0,6,2,0
12,15,6,1,5,2,1
9,4,2,0,0,2,0
8,21,7,1,9,2,0
19,1,3,0,6,2,0
12,15,6,1,5,2,1
9,1,2,0,0,2,0
8,24,7,1,9,2,0
19,6,3,0,6,2,0
12,10,6,1,6,2,1
9,12,2,0,0,2,0
8,28,8,1,10,2,0
19,8,3,0,6,2,0
12,15,6,1,6,2,1
9,2,2,0,0,2,0
8,3,8,1,10,2,0
19,10,3,0,6,2,0
12,20,6,1,7,2,1
9,6,2,0,0,2,0
8,2,8,1,10,2,0
19,8,4,0,7,2,0
12,8,7,2,7,2,1
9,6,2,0,0,2,0
8,6,8,1,10,2,0
19,18,4,0,7,2,0
12,15,7,2,7,2,1
9,8,2,0,0,2,0
8,4,8,1,10,3,0
19,36,4,0,7,3,0
12,18,7,2,7,3,1
9,8,2,0,0,3,0
8,1,8,1,10,3,0
19,18,4,0,8,3,0
12,36,7,2,7,3,1
9,10,2,0,0,3,0
8,6,8,1,10,3,0
19,32,4,0,8,3,0
19,12,9,3,7,3,1
9,6,2,0,0,3,0
8,9,8,1,10,3,0
19,21,4,0,8,3,0
19,12,9,3,7,3,1
9,8,2,0,0,3,0
8,16,8,1,10,3,0
19,32,4,0,8,3,0
19,8,9,3,7,3,1
9,1,3,1,0,3,0
8,21,9,2,10,3,0
19,18,4,0,8,3,0
19,40,9,3,7,3,1
9,3,3,1,0,3,0
8,27,9,2,10,3,0
19,40,4,0,8,3,0
19,48,9,3,7,3,1
9,12,3,1,0,3,0
8,27,9,2,10,3,0
19,4,5,1,8,3,0
19,21,9,3,7,3,1
9,10,3,1,0,3,0
8,24,9,2,10,3,0
19,8,5,1,8,3,0
19,24,9,3,7,3,1
9,21,3,1,0,3,0
8,10,9,2,10,3,0
19,15,5,1,8,3,0
19,4,9,3,7,3,1
9,14,3,1,0,3,0
8,10,9,2,10,3,0
19,27,5,1,8,3,0
19,4,9,3,7,3,1
9,6,3,1,0,3,0
8,10,9,2,10,3,0
19,20,5,1,8,3,0
19,12,9,3,7,3,1
9,12,3,1,0,3,0
8,10,9,2,10,3,0
19,15,5,1,8,3,0
19,15,9,3,7,3,1
9,15,3,1,0,3,0
8,12,9,2,10,3,0
19,6,5,1,8,3,0
19,36,9,3,7,3,1
9,4,4,2,0,3,0
8,48,9,2,10,3,0
19,12,5,1,8,3,0
19,35,10,4,7,3,1
8,8,2,0,0,3,1
13,9,2,0,1,1,1
4,1,2,0,0,1,0
12,6,2,0,0,1,0
8,4,2,0,0,1,0
13,18,2,0,2,1,1
4,0,2,0,0,1,0
12,4,2,0,0,1,0
8,4,2,0,0,1,0
13,21,2,0,2,1,1
4,2,2,0,0,1,0
12,8,2,0,0,1,0
8,4,2,0,0,1,0
13,24,2,0,2,1,1
4,2,2,0,0,1,0
12,8,2,0,0,1,0
8,0,2,0,1,1,0
13,18,2,0,2,1,1
4,1,2,0,0,1,0
12,15,2,0,0,1,0
8,1,2,0,1,1,0
13,10,4,0,2,1,1
4,1,2,0,0,1,0
12,15,2,0,0,1,0
8,1,2,0,1,1,0
13,4,5,1,2,1,1
4,1,2,0,0,1,0
12,12,2,0,0,1,0
8,4,2,0,1,1,0
13,4,5,1,2,1,1
4,1,2,0,0,1,0
12,15,2,0,1,1,0
8,4,2,0,1,1,0
13,6,6,1,3,1,1
4,3,2,0,0,1,0
12,12,2,0,1,1,0
8,12,2,0,1,1,0
13,21,6,1,3,1,1
4,3,2,0,0,1,0
12,15,2,0,1,1,0
8,15,2,0,1,1,0
13,8,6,1,3,1,1
4,2,2,0,0,1,0
12,15,2,0,1,1,0
8,15,2,0,1,1,0
13,24,7,1,4,1,1
4,3,2,0,0,1,0
12,15,2,0,1,1,0
8,18,2,0,1,1,0
13,1,7,1,4,1,1
4,2,2,0,0,1,0
12,15,2,0,1,1,0
8,4,2,0,2,1,0
13,1,7,1,4,1,1
4,1,2,0,0,1,0
17,4,3,0,1,2,0
8,9,3,0,3,2,0
13,1,7,1,4,2,1
4,1,2,0,0,2,0
17,9,3,0,1,2,0
8,4,3,0,3,2,0
13,6,7,1,4,2,1
4,4,2,0,0,2,0
17,4,3,0,1,2,0
8,4,3,0,3,2,0
13,12,7,1,4,2,1
4,4,2,0,0,2,0
17,12,3,0,1,2,0
8,4,3,0,3,2,0
13,24,7,1,5,2,1
4,4,2,0,0,2,0
17,9,5,0,2,2,0
8,2,3,0,3,2,0
13,15,7,1,6,2,1
4,2,2,0,0,2,0
17,12,5,0,2,2,0
8,8,3,0,4,2,0
13,6,7,1,6,2,1
4,1,2,0,0,2,0
17,8,5,0,2,2,0
8,15,5,0,4,2,0
13,12,5,1,6,2,1
4,3,2,0,0,2,0
17,6,5,0,2,2,0
8,15,5,0,4,2,0
13,8,5,1,6,2,1
4,1,2,0,0,2,0
17,8,5,0,2,2,0
8,15,5,0,4,2,0
13,6,6,2,6,2,1
4,4,2,0,0,2,0
17,28,5,0,2,2,0
8,4,5,0,5,2,0
13,15,9,2,8,2,1
4,4,2,0,0,2,0
17,28,5,0,2,2,0
8,6,5,0,5,2,0
13,4,7,2,8,2,1
4,4,2,0,0,2,0
17,24,5,0,2,2,0
8,8,6,0,6,2,0
13,16,9,2,9,2,1
4,12,2,0,0,3,0
17,36,5,0,2,3,0
8,8,4,0,6,3,0
13,15,9,2,10,3,1
4,4,2,0,0,3,0
17,6,5,0,2,3,0
8,8,4,0,6,3,0
